capital_id,name,country_id
instance2_cp_6249,capital_6249,instance2_ct_6249
instance2_cp_6250,capital_6250,instance2_ct_6250
instance2_cp_6251,capital_6251,instance2_ct_6251
instance2_cp_6252,capital_6252,instance2_ct_6252
instance2_cp_6253,capital_6253,instance2_ct_6253
instance2_cp_6254,capital_6254,instance2_ct_6254
instance2_cp_6255,capital_6255,instance2_ct_6255
instance2_cp_6256,capital_6256,instance2_ct_6256
instance2_cp_6257,capital_6257,instance2_ct_6257
instance2_cp_6258,capital_6258,instance2_ct_6258
instance2_cp_6259,capital_6259,instance2_ct_6259
instance2_cp_6260,capital_6260,instance2_ct_6260
instance2_cp_6261,capital_6261,instance2_ct_6261
instance2_cp_6262,capital_6262,instance2_ct_6262
instance2_cp_6263,capital_6263,instance2_ct_6263
instance2_cp_6264,capital_6264,instance2_ct_6264
instance2_cp_6265,capital_6265,instance2_ct_6265
instance2_cp_6266,capital_6266,instance2_ct_6266
instance2_cp_6267,capital_6267,instance2_ct_6267
instance2_cp_6268,capital_6268,instance2_ct_6268
instance2_cp_6269,capital_6269,instance2_ct_6269
instance2_cp_6270,capital_6270,instance2_ct_6270
instance2_cp_6271,capital_6271,instance2_ct_6271
instance2_cp_6272,capital_6272,instance2_ct_6272
instance2_cp_6273,capital_6273,instance2_ct_6273
instance2_cp_6274,capital_6274,instance2_ct_6274
instance2_cp_6275,capital_6275,instance2_ct_6275
instance2_cp_6276,capital_6276,instance2_ct_6276
instance2_cp_6277,capital_6277,instance2_ct_6277
instance2_cp_6278,capital_6278,instance2_ct_6278
instance2_cp_6279,capital_6279,instance2_ct_6279
instance2_cp_6280,capital_6280,instance2_ct_6280
instance2_cp_6281,capital_6281,instance2_ct_6281
instance2_cp_6282,capital_6282,instance2_ct_6282
instance2_cp_6283,capital_6283,instance2_ct_6283
instance2_cp_6284,capital_6284,instance2_ct_6284
instance2_cp_6285,capital_6285,instance2_ct_6285
instance2_cp_6286,capital_6286,instance2_ct_6286
instance2_cp_6287,capital_6287,instance2_ct_6287
instance2_cp_6288,capital_6288,instance2_ct_6288
instance2_cp_6289,capital_6289,instance2_ct_6289
instance2_cp_6290,capital_6290,instance2_ct_6290
instance2_cp_6291,capital_6291,instance2_ct_6291
instance2_cp_6292,capital_6292,instance2_ct_6292
instance2_cp_6293,capital_6293,instance2_ct_6293
instance2_cp_6294,capital_6294,instance2_ct_6294
instance2_cp_6295,capital_6295,instance2_ct_6295
instance2_cp_6296,capital_6296,instance2_ct_6296
instance2_cp_6297,capital_6297,instance2_ct_6297
instance2_cp_6298,capital_6298,instance2_ct_6298
instance2_cp_6299,capital_6299,instance2_ct_6299
instance2_cp_6300,capital_6300,instance2_ct_6300
instance2_cp_6301,capital_6301,instance2_ct_6301
instance2_cp_6302,capital_6302,instance2_ct_6302
instance2_cp_6303,capital_6303,instance2_ct_6303
instance2_cp_6304,capital_6304,instance2_ct_6304
instance2_cp_6305,capital_6305,instance2_ct_6305
instance2_cp_6306,capital_6306,instance2_ct_6306
instance2_cp_6307,capital_6307,instance2_ct_6307
instance2_cp_6308,capital_6308,instance2_ct_6308
instance2_cp_6309,capital_6309,instance2_ct_6309
instance2_cp_6310,capital_6310,instance2_ct_6310
instance2_cp_6311,capital_6311,instance2_ct_6311
instance2_cp_6312,capital_6312,instance2_ct_6312
instance2_cp_6313,capital_6313,instance2_ct_6313
instance2_cp_6314,capital_6314,instance2_ct_6314
instance2_cp_6315,capital_6315,instance2_ct_6315
instance2_cp_6316,capital_6316,instance2_ct_6316
instance2_cp_6317,capital_6317,instance2_ct_6317
instance2_cp_6318,capital_6318,instance2_ct_6318
instance2_cp_6319,capital_6319,instance2_ct_6319
instance2_cp_6320,capital_6320,instance2_ct_6320
instance2_cp_6321,capital_6321,instance2_ct_6321
instance2_cp_6322,capital_6322,instance2_ct_6322
instance2_cp_6323,capital_6323,instance2_ct_6323
instance2_cp_6324,capital_6324,instance2_ct_6324
instance2_cp_6325,capital_6325,instance2_ct_6325
instance2_cp_6326,capital_6326,instance2_ct_6326
instance2_cp_6327,capital_6327,instance2_ct_6327
instance2_cp_6328,capital_6328,instance2_ct_6328
instance2_cp_6329,capital_6329,instance2_ct_6329
instance2_cp_6330,capital_6330,instance2_ct_6330
instance2_cp_6331,capital_6331,instance2_ct_6331
instance2_cp_6332,capital_6332,instance2_ct_6332
instance2_cp_6333,capital_6333,instance2_ct_6333
instance2_cp_6334,capital_6334,instance2_ct_6334
instance2_cp_6335,capital_6335,instance2_ct_6335
instance2_cp_6336,capital_6336,instance2_ct_6336
instance2_cp_6337,capital_6337,instance2_ct_6337
instance2_cp_6338,capital_6338,instance2_ct_6338
instance2_cp_6339,capital_6339,instance2_ct_6339
instance2_cp_6340,capital_6340,instance2_ct_6340
instance2_cp_6341,capital_6341,instance2_ct_6341
instance2_cp_6342,capital_6342,instance2_ct_6342
instance2_cp_6343,capital_6343,instance2_ct_6343
instance2_cp_6344,capital_6344,instance2_ct_6344
instance2_cp_6345,capital_6345,instance2_ct_6345
instance2_cp_6346,capital_6346,instance2_ct_6346
instance2_cp_6347,capital_6347,instance2_ct_6347
instance2_cp_6348,capital_6348,instance2_ct_6348
instance2_cp_6349,capital_6349,instance2_ct_6349
instance2_cp_6350,capital_6350,instance2_ct_6350
instance2_cp_6351,capital_6351,instance2_ct_6351
instance2_cp_6352,capital_6352,instance2_ct_6352
instance2_cp_6353,capital_6353,instance2_ct_6353
instance2_cp_6354,capital_6354,instance2_ct_6354
instance2_cp_6355,capital_6355,instance2_ct_6355
instance2_cp_6356,capital_6356,instance2_ct_6356
instance2_cp_6357,capital_6357,instance2_ct_6357
instance2_cp_6358,capital_6358,instance2_ct_6358
instance2_cp_6359,capital_6359,instance2_ct_6359
instance2_cp_6360,capital_6360,instance2_ct_6360
instance2_cp_6361,capital_6361,instance2_ct_6361
instance2_cp_6362,capital_6362,instance2_ct_6362
instance2_cp_6363,capital_6363,instance2_ct_6363
instance2_cp_6364,capital_6364,instance2_ct_6364
instance2_cp_6365,capital_6365,instance2_ct_6365
instance2_cp_6366,capital_6366,instance2_ct_6366
instance2_cp_6367,capital_6367,instance2_ct_6367
instance2_cp_6368,capital_6368,instance2_ct_6368
instance2_cp_6369,capital_6369,instance2_ct_6369
instance2_cp_6370,capital_6370,instance2_ct_6370
instance2_cp_6371,capital_6371,instance2_ct_6371
instance2_cp_6372,capital_6372,instance2_ct_6372
instance2_cp_6373,capital_6373,instance2_ct_6373
instance2_cp_6374,capital_6374,instance2_ct_6374
instance2_cp_6375,capital_6375,instance2_ct_6375
instance2_cp_6376,capital_6376,instance2_ct_6376
instance2_cp_6377,capital_6377,instance2_ct_6377
instance2_cp_6378,capital_6378,instance2_ct_6378
instance2_cp_6379,capital_6379,instance2_ct_6379
instance2_cp_6380,capital_6380,instance2_ct_6380
instance2_cp_6381,capital_6381,instance2_ct_6381
instance2_cp_6382,capital_6382,instance2_ct_6382
instance2_cp_6383,capital_6383,instance2_ct_6383
instance2_cp_6384,capital_6384,instance2_ct_6384
instance2_cp_6385,capital_6385,instance2_ct_6385
instance2_cp_6386,capital_6386,instance2_ct_6386
instance2_cp_6387,capital_6387,instance2_ct_6387
instance2_cp_6388,capital_6388,instance2_ct_6388
instance2_cp_6389,capital_6389,instance2_ct_6389
instance2_cp_6390,capital_6390,instance2_ct_6390
instance2_cp_6391,capital_6391,instance2_ct_6391
instance2_cp_6392,capital_6392,instance2_ct_6392
instance2_cp_6393,capital_6393,instance2_ct_6393
instance2_cp_6394,capital_6394,instance2_ct_6394
instance2_cp_6395,capital_6395,instance2_ct_6395
instance2_cp_6396,capital_6396,instance2_ct_6396
instance2_cp_6397,capital_6397,instance2_ct_6397
instance2_cp_6398,capital_6398,instance2_ct_6398
instance2_cp_6399,capital_6399,instance2_ct_6399
instance2_cp_6400,capital_6400,instance2_ct_6400
instance2_cp_6401,capital_6401,instance2_ct_6401
instance2_cp_6402,capital_6402,instance2_ct_6402
instance2_cp_6403,capital_6403,instance2_ct_6403
instance2_cp_6404,capital_6404,instance2_ct_6404
instance2_cp_6405,capital_6405,instance2_ct_6405
instance2_cp_6406,capital_6406,instance2_ct_6406
instance2_cp_6407,capital_6407,instance2_ct_6407
instance2_cp_6408,capital_6408,instance2_ct_6408
instance2_cp_6409,capital_6409,instance2_ct_6409
instance2_cp_6410,capital_6410,instance2_ct_6410
instance2_cp_6411,capital_6411,instance2_ct_6411
instance2_cp_6412,capital_6412,instance2_ct_6412
instance2_cp_6413,capital_6413,instance2_ct_6413
instance2_cp_6414,capital_6414,instance2_ct_6414
instance2_cp_6415,capital_6415,instance2_ct_6415
instance2_cp_6416,capital_6416,instance2_ct_6416
instance2_cp_6417,capital_6417,instance2_ct_6417
instance2_cp_6418,capital_6418,instance2_ct_6418
instance2_cp_6419,capital_6419,instance2_ct_6419
instance2_cp_6420,capital_6420,instance2_ct_6420
instance2_cp_6421,capital_6421,instance2_ct_6421
instance2_cp_6422,capital_6422,instance2_ct_6422
instance2_cp_6423,capital_6423,instance2_ct_6423
instance2_cp_6424,capital_6424,instance2_ct_6424
instance2_cp_6425,capital_6425,instance2_ct_6425
instance2_cp_6426,capital_6426,instance2_ct_6426
instance2_cp_6427,capital_6427,instance2_ct_6427
instance2_cp_6428,capital_6428,instance2_ct_6428
instance2_cp_6429,capital_6429,instance2_ct_6429
instance2_cp_6430,capital_6430,instance2_ct_6430
instance2_cp_6431,capital_6431,instance2_ct_6431
instance2_cp_6432,capital_6432,instance2_ct_6432
instance2_cp_6433,capital_6433,instance2_ct_6433
instance2_cp_6434,capital_6434,instance2_ct_6434
instance2_cp_6435,capital_6435,instance2_ct_6435
instance2_cp_6436,capital_6436,instance2_ct_6436
instance2_cp_6437,capital_6437,instance2_ct_6437
instance2_cp_6438,capital_6438,instance2_ct_6438
instance2_cp_6439,capital_6439,instance2_ct_6439
instance2_cp_6440,capital_6440,instance2_ct_6440
instance2_cp_6441,capital_6441,instance2_ct_6441
instance2_cp_6442,capital_6442,instance2_ct_6442
instance2_cp_6443,capital_6443,instance2_ct_6443
instance2_cp_6444,capital_6444,instance2_ct_6444
instance2_cp_6445,capital_6445,instance2_ct_6445
instance2_cp_6446,capital_6446,instance2_ct_6446
instance2_cp_6447,capital_6447,instance2_ct_6447
instance2_cp_6448,capital_6448,instance2_ct_6448
instance2_cp_6449,capital_6449,instance2_ct_6449
instance2_cp_6450,capital_6450,instance2_ct_6450
instance2_cp_6451,capital_6451,instance2_ct_6451
instance2_cp_6452,capital_6452,instance2_ct_6452
instance2_cp_6453,capital_6453,instance2_ct_6453
instance2_cp_6454,capital_6454,instance2_ct_6454
instance2_cp_6455,capital_6455,instance2_ct_6455
instance2_cp_6456,capital_6456,instance2_ct_6456
instance2_cp_6457,capital_6457,instance2_ct_6457
instance2_cp_6458,capital_6458,instance2_ct_6458
instance2_cp_6459,capital_6459,instance2_ct_6459
instance2_cp_6460,capital_6460,instance2_ct_6460
instance2_cp_6461,capital_6461,instance2_ct_6461
instance2_cp_6462,capital_6462,instance2_ct_6462
instance2_cp_6463,capital_6463,instance2_ct_6463
instance2_cp_6464,capital_6464,instance2_ct_6464
instance2_cp_6465,capital_6465,instance2_ct_6465
instance2_cp_6466,capital_6466,instance2_ct_6466
instance2_cp_6467,capital_6467,instance2_ct_6467
instance2_cp_6468,capital_6468,instance2_ct_6468
instance2_cp_6469,capital_6469,instance2_ct_6469
instance2_cp_6470,capital_6470,instance2_ct_6470
instance2_cp_6471,capital_6471,instance2_ct_6471
instance2_cp_6472,capital_6472,instance2_ct_6472
instance2_cp_6473,capital_6473,instance2_ct_6473
instance2_cp_6474,capital_6474,instance2_ct_6474
instance2_cp_6475,capital_6475,instance2_ct_6475
instance2_cp_6476,capital_6476,instance2_ct_6476
instance2_cp_6477,capital_6477,instance2_ct_6477
instance2_cp_6478,capital_6478,instance2_ct_6478
instance2_cp_6479,capital_6479,instance2_ct_6479
instance2_cp_6480,capital_6480,instance2_ct_6480
instance2_cp_6481,capital_6481,instance2_ct_6481
instance2_cp_6482,capital_6482,instance2_ct_6482
instance2_cp_6483,capital_6483,instance2_ct_6483
instance2_cp_6484,capital_6484,instance2_ct_6484
instance2_cp_6485,capital_6485,instance2_ct_6485
instance2_cp_6486,capital_6486,instance2_ct_6486
instance2_cp_6487,capital_6487,instance2_ct_6487
instance2_cp_6488,capital_6488,instance2_ct_6488
instance2_cp_6489,capital_6489,instance2_ct_6489
instance2_cp_6490,capital_6490,instance2_ct_6490
instance2_cp_6491,capital_6491,instance2_ct_6491
instance2_cp_6492,capital_6492,instance2_ct_6492
instance2_cp_6493,capital_6493,instance2_ct_6493
instance2_cp_6494,capital_6494,instance2_ct_6494
instance2_cp_6495,capital_6495,instance2_ct_6495
instance2_cp_6496,capital_6496,instance2_ct_6496
instance2_cp_6497,capital_6497,instance2_ct_6497
instance2_cp_6498,capital_6498,instance2_ct_6498
instance2_cp_6499,capital_6499,instance2_ct_6499
instance2_cp_6500,capital_6500,instance2_ct_6500
instance2_cp_6501,capital_6501,instance2_ct_6501
instance2_cp_6502,capital_6502,instance2_ct_6502
instance2_cp_6503,capital_6503,instance2_ct_6503
instance2_cp_6504,capital_6504,instance2_ct_6504
instance2_cp_6505,capital_6505,instance2_ct_6505
instance2_cp_6506,capital_6506,instance2_ct_6506
instance2_cp_6507,capital_6507,instance2_ct_6507
instance2_cp_6508,capital_6508,instance2_ct_6508
instance2_cp_6509,capital_6509,instance2_ct_6509
instance2_cp_6510,capital_6510,instance2_ct_6510
instance2_cp_6511,capital_6511,instance2_ct_6511
instance2_cp_6512,capital_6512,instance2_ct_6512
instance2_cp_6513,capital_6513,instance2_ct_6513
instance2_cp_6514,capital_6514,instance2_ct_6514
instance2_cp_6515,capital_6515,instance2_ct_6515
instance2_cp_6516,capital_6516,instance2_ct_6516
instance2_cp_6517,capital_6517,instance2_ct_6517
instance2_cp_6518,capital_6518,instance2_ct_6518
instance2_cp_6519,capital_6519,instance2_ct_6519
instance2_cp_6520,capital_6520,instance2_ct_6520
instance2_cp_6521,capital_6521,instance2_ct_6521
instance2_cp_6522,capital_6522,instance2_ct_6522
instance2_cp_6523,capital_6523,instance2_ct_6523
instance2_cp_6524,capital_6524,instance2_ct_6524
instance2_cp_6525,capital_6525,instance2_ct_6525
instance2_cp_6526,capital_6526,instance2_ct_6526
instance2_cp_6527,capital_6527,instance2_ct_6527
instance2_cp_6528,capital_6528,instance2_ct_6528
instance2_cp_6529,capital_6529,instance2_ct_6529
instance2_cp_6530,capital_6530,instance2_ct_6530
instance2_cp_6531,capital_6531,instance2_ct_6531
instance2_cp_6532,capital_6532,instance2_ct_6532
instance2_cp_6533,capital_6533,instance2_ct_6533
instance2_cp_6534,capital_6534,instance2_ct_6534
instance2_cp_6535,capital_6535,instance2_ct_6535
instance2_cp_6536,capital_6536,instance2_ct_6536
instance2_cp_6537,capital_6537,instance2_ct_6537
instance2_cp_6538,capital_6538,instance2_ct_6538
instance2_cp_6539,capital_6539,instance2_ct_6539
instance2_cp_6540,capital_6540,instance2_ct_6540
instance2_cp_6541,capital_6541,instance2_ct_6541
instance2_cp_6542,capital_6542,instance2_ct_6542
instance2_cp_6543,capital_6543,instance2_ct_6543
instance2_cp_6544,capital_6544,instance2_ct_6544
instance2_cp_6545,capital_6545,instance2_ct_6545
instance2_cp_6546,capital_6546,instance2_ct_6546
instance2_cp_6547,capital_6547,instance2_ct_6547
instance2_cp_6548,capital_6548,instance2_ct_6548
instance2_cp_6549,capital_6549,instance2_ct_6549
instance2_cp_6550,capital_6550,instance2_ct_6550
instance2_cp_6551,capital_6551,instance2_ct_6551
instance2_cp_6552,capital_6552,instance2_ct_6552
instance2_cp_6553,capital_6553,instance2_ct_6553
instance2_cp_6554,capital_6554,instance2_ct_6554
instance2_cp_6555,capital_6555,instance2_ct_6555
instance2_cp_6556,capital_6556,instance2_ct_6556
instance2_cp_6557,capital_6557,instance2_ct_6557
instance2_cp_6558,capital_6558,instance2_ct_6558
instance2_cp_6559,capital_6559,instance2_ct_6559
instance2_cp_6560,capital_6560,instance2_ct_6560
instance2_cp_6561,capital_6561,instance2_ct_6561
instance2_cp_6562,capital_6562,instance2_ct_6562
instance2_cp_6563,capital_6563,instance2_ct_6563
instance2_cp_6564,capital_6564,instance2_ct_6564
instance2_cp_6565,capital_6565,instance2_ct_6565
instance2_cp_6566,capital_6566,instance2_ct_6566
instance2_cp_6567,capital_6567,instance2_ct_6567
instance2_cp_6568,capital_6568,instance2_ct_6568
instance2_cp_6569,capital_6569,instance2_ct_6569
instance2_cp_6570,capital_6570,instance2_ct_6570
instance2_cp_6571,capital_6571,instance2_ct_6571
instance2_cp_6572,capital_6572,instance2_ct_6572
instance2_cp_6573,capital_6573,instance2_ct_6573
instance2_cp_6574,capital_6574,instance2_ct_6574
instance2_cp_6575,capital_6575,instance2_ct_6575
instance2_cp_6576,capital_6576,instance2_ct_6576
instance2_cp_6577,capital_6577,instance2_ct_6577
instance2_cp_6578,capital_6578,instance2_ct_6578
instance2_cp_6579,capital_6579,instance2_ct_6579
instance2_cp_6580,capital_6580,instance2_ct_6580
instance2_cp_6581,capital_6581,instance2_ct_6581
instance2_cp_6582,capital_6582,instance2_ct_6582
instance2_cp_6583,capital_6583,instance2_ct_6583
instance2_cp_6584,capital_6584,instance2_ct_6584
instance2_cp_6585,capital_6585,instance2_ct_6585
instance2_cp_6586,capital_6586,instance2_ct_6586
instance2_cp_6587,capital_6587,instance2_ct_6587
instance2_cp_6588,capital_6588,instance2_ct_6588
instance2_cp_6589,capital_6589,instance2_ct_6589
instance2_cp_6590,capital_6590,instance2_ct_6590
instance2_cp_6591,capital_6591,instance2_ct_6591
instance2_cp_6592,capital_6592,instance2_ct_6592
instance2_cp_6593,capital_6593,instance2_ct_6593
instance2_cp_6594,capital_6594,instance2_ct_6594
instance2_cp_6595,capital_6595,instance2_ct_6595
instance2_cp_6596,capital_6596,instance2_ct_6596
instance2_cp_6597,capital_6597,instance2_ct_6597
instance2_cp_6598,capital_6598,instance2_ct_6598
instance2_cp_6599,capital_6599,instance2_ct_6599
instance2_cp_6600,capital_6600,instance2_ct_6600
instance2_cp_6601,capital_6601,instance2_ct_6601
instance2_cp_6602,capital_6602,instance2_ct_6602
instance2_cp_6603,capital_6603,instance2_ct_6603
instance2_cp_6604,capital_6604,instance2_ct_6604
instance2_cp_6605,capital_6605,instance2_ct_6605
instance2_cp_6606,capital_6606,instance2_ct_6606
instance2_cp_6607,capital_6607,instance2_ct_6607
instance2_cp_6608,capital_6608,instance2_ct_6608
instance2_cp_6609,capital_6609,instance2_ct_6609
instance2_cp_6610,capital_6610,instance2_ct_6610
instance2_cp_6611,capital_6611,instance2_ct_6611
instance2_cp_6612,capital_6612,instance2_ct_6612
instance2_cp_6613,capital_6613,instance2_ct_6613
instance2_cp_6614,capital_6614,instance2_ct_6614
instance2_cp_6615,capital_6615,instance2_ct_6615
instance2_cp_6616,capital_6616,instance2_ct_6616
instance2_cp_6617,capital_6617,instance2_ct_6617
instance2_cp_6618,capital_6618,instance2_ct_6618
instance2_cp_6619,capital_6619,instance2_ct_6619
instance2_cp_6620,capital_6620,instance2_ct_6620
instance2_cp_6621,capital_6621,instance2_ct_6621
instance2_cp_6622,capital_6622,instance2_ct_6622
instance2_cp_6623,capital_6623,instance2_ct_6623
instance2_cp_6624,capital_6624,instance2_ct_6624
instance2_cp_6625,capital_6625,instance2_ct_6625
instance2_cp_6626,capital_6626,instance2_ct_6626
instance2_cp_6627,capital_6627,instance2_ct_6627
instance2_cp_6628,capital_6628,instance2_ct_6628
instance2_cp_6629,capital_6629,instance2_ct_6629
instance2_cp_6630,capital_6630,instance2_ct_6630
instance2_cp_6631,capital_6631,instance2_ct_6631
instance2_cp_6632,capital_6632,instance2_ct_6632
instance2_cp_6633,capital_6633,instance2_ct_6633
instance2_cp_6634,capital_6634,instance2_ct_6634
instance2_cp_6635,capital_6635,instance2_ct_6635
instance2_cp_6636,capital_6636,instance2_ct_6636
instance2_cp_6637,capital_6637,instance2_ct_6637
instance2_cp_6638,capital_6638,instance2_ct_6638
instance2_cp_6639,capital_6639,instance2_ct_6639
instance2_cp_6640,capital_6640,instance2_ct_6640
instance2_cp_6641,capital_6641,instance2_ct_6641
instance2_cp_6642,capital_6642,instance2_ct_6642
instance2_cp_6643,capital_6643,instance2_ct_6643
instance2_cp_6644,capital_6644,instance2_ct_6644
instance2_cp_6645,capital_6645,instance2_ct_6645
instance2_cp_6646,capital_6646,instance2_ct_6646
instance2_cp_6647,capital_6647,instance2_ct_6647
instance2_cp_6648,capital_6648,instance2_ct_6648
instance2_cp_6649,capital_6649,instance2_ct_6649
instance2_cp_6650,capital_6650,instance2_ct_6650
instance2_cp_6651,capital_6651,instance2_ct_6651
instance2_cp_6652,capital_6652,instance2_ct_6652
instance2_cp_6653,capital_6653,instance2_ct_6653
instance2_cp_6654,capital_6654,instance2_ct_6654
instance2_cp_6655,capital_6655,instance2_ct_6655
instance2_cp_6656,capital_6656,instance2_ct_6656
instance2_cp_6657,capital_6657,instance2_ct_6657
instance2_cp_6658,capital_6658,instance2_ct_6658
instance2_cp_6659,capital_6659,instance2_ct_6659
instance2_cp_6660,capital_6660,instance2_ct_6660
instance2_cp_6661,capital_6661,instance2_ct_6661
instance2_cp_6662,capital_6662,instance2_ct_6662
instance2_cp_6663,capital_6663,instance2_ct_6663
instance2_cp_6664,capital_6664,instance2_ct_6664
instance2_cp_6665,capital_6665,instance2_ct_6665
instance2_cp_6666,capital_6666,instance2_ct_6666
instance2_cp_6667,capital_6667,instance2_ct_6667
instance2_cp_6668,capital_6668,instance2_ct_6668
instance2_cp_6669,capital_6669,instance2_ct_6669
instance2_cp_6670,capital_6670,instance2_ct_6670
instance2_cp_6671,capital_6671,instance2_ct_6671
instance2_cp_6672,capital_6672,instance2_ct_6672
instance2_cp_6673,capital_6673,instance2_ct_6673
instance2_cp_6674,capital_6674,instance2_ct_6674
instance2_cp_6675,capital_6675,instance2_ct_6675
instance2_cp_6676,capital_6676,instance2_ct_6676
instance2_cp_6677,capital_6677,instance2_ct_6677
instance2_cp_6678,capital_6678,instance2_ct_6678
instance2_cp_6679,capital_6679,instance2_ct_6679
instance2_cp_6680,capital_6680,instance2_ct_6680
instance2_cp_6681,capital_6681,instance2_ct_6681
instance2_cp_6682,capital_6682,instance2_ct_6682
instance2_cp_6683,capital_6683,instance2_ct_6683
instance2_cp_6684,capital_6684,instance2_ct_6684
instance2_cp_6685,capital_6685,instance2_ct_6685
instance2_cp_6686,capital_6686,instance2_ct_6686
instance2_cp_6687,capital_6687,instance2_ct_6687
instance2_cp_6688,capital_6688,instance2_ct_6688
instance2_cp_6689,capital_6689,instance2_ct_6689
instance2_cp_6690,capital_6690,instance2_ct_6690
instance2_cp_6691,capital_6691,instance2_ct_6691
instance2_cp_6692,capital_6692,instance2_ct_6692
instance2_cp_6693,capital_6693,instance2_ct_6693
instance2_cp_6694,capital_6694,instance2_ct_6694
instance2_cp_6695,capital_6695,instance2_ct_6695
instance2_cp_6696,capital_6696,instance2_ct_6696
instance2_cp_6697,capital_6697,instance2_ct_6697
instance2_cp_6698,capital_6698,instance2_ct_6698
instance2_cp_6699,capital_6699,instance2_ct_6699
instance2_cp_6700,capital_6700,instance2_ct_6700
instance2_cp_6701,capital_6701,instance2_ct_6701
instance2_cp_6702,capital_6702,instance2_ct_6702
instance2_cp_6703,capital_6703,instance2_ct_6703
instance2_cp_6704,capital_6704,instance2_ct_6704
instance2_cp_6705,capital_6705,instance2_ct_6705
instance2_cp_6706,capital_6706,instance2_ct_6706
instance2_cp_6707,capital_6707,instance2_ct_6707
instance2_cp_6708,capital_6708,instance2_ct_6708
instance2_cp_6709,capital_6709,instance2_ct_6709
instance2_cp_6710,capital_6710,instance2_ct_6710
instance2_cp_6711,capital_6711,instance2_ct_6711
instance2_cp_6712,capital_6712,instance2_ct_6712
instance2_cp_6713,capital_6713,instance2_ct_6713
instance2_cp_6714,capital_6714,instance2_ct_6714
instance2_cp_6715,capital_6715,instance2_ct_6715
instance2_cp_6716,capital_6716,instance2_ct_6716
instance2_cp_6717,capital_6717,instance2_ct_6717
instance2_cp_6718,capital_6718,instance2_ct_6718
instance2_cp_6719,capital_6719,instance2_ct_6719
instance2_cp_6720,capital_6720,instance2_ct_6720
instance2_cp_6721,capital_6721,instance2_ct_6721
instance2_cp_6722,capital_6722,instance2_ct_6722
instance2_cp_6723,capital_6723,instance2_ct_6723
instance2_cp_6724,capital_6724,instance2_ct_6724
instance2_cp_6725,capital_6725,instance2_ct_6725
instance2_cp_6726,capital_6726,instance2_ct_6726
instance2_cp_6727,capital_6727,instance2_ct_6727
instance2_cp_6728,capital_6728,instance2_ct_6728
instance2_cp_6729,capital_6729,instance2_ct_6729
instance2_cp_6730,capital_6730,instance2_ct_6730
instance2_cp_6731,capital_6731,instance2_ct_6731
instance2_cp_6732,capital_6732,instance2_ct_6732
instance2_cp_6733,capital_6733,instance2_ct_6733
instance2_cp_6734,capital_6734,instance2_ct_6734
instance2_cp_6735,capital_6735,instance2_ct_6735
instance2_cp_6736,capital_6736,instance2_ct_6736
instance2_cp_6737,capital_6737,instance2_ct_6737
instance2_cp_6738,capital_6738,instance2_ct_6738
instance2_cp_6739,capital_6739,instance2_ct_6739
instance2_cp_6740,capital_6740,instance2_ct_6740
instance2_cp_6741,capital_6741,instance2_ct_6741
instance2_cp_6742,capital_6742,instance2_ct_6742
instance2_cp_6743,capital_6743,instance2_ct_6743
instance2_cp_6744,capital_6744,instance2_ct_6744
instance2_cp_6745,capital_6745,instance2_ct_6745
instance2_cp_6746,capital_6746,instance2_ct_6746
instance2_cp_6747,capital_6747,instance2_ct_6747
instance2_cp_6748,capital_6748,instance2_ct_6748
instance2_cp_6749,capital_6749,instance2_ct_6749
instance2_cp_6750,capital_6750,instance2_ct_6750
instance2_cp_6751,capital_6751,instance2_ct_6751
instance2_cp_6752,capital_6752,instance2_ct_6752
instance2_cp_6753,capital_6753,instance2_ct_6753
instance2_cp_6754,capital_6754,instance2_ct_6754
instance2_cp_6755,capital_6755,instance2_ct_6755
instance2_cp_6756,capital_6756,instance2_ct_6756
instance2_cp_6757,capital_6757,instance2_ct_6757
instance2_cp_6758,capital_6758,instance2_ct_6758
instance2_cp_6759,capital_6759,instance2_ct_6759
instance2_cp_6760,capital_6760,instance2_ct_6760
instance2_cp_6761,capital_6761,instance2_ct_6761
instance2_cp_6762,capital_6762,instance2_ct_6762
instance2_cp_6763,capital_6763,instance2_ct_6763
instance2_cp_6764,capital_6764,instance2_ct_6764
instance2_cp_6765,capital_6765,instance2_ct_6765
instance2_cp_6766,capital_6766,instance2_ct_6766
instance2_cp_6767,capital_6767,instance2_ct_6767
instance2_cp_6768,capital_6768,instance2_ct_6768
instance2_cp_6769,capital_6769,instance2_ct_6769
instance2_cp_6770,capital_6770,instance2_ct_6770
instance2_cp_6771,capital_6771,instance2_ct_6771
instance2_cp_6772,capital_6772,instance2_ct_6772
instance2_cp_6773,capital_6773,instance2_ct_6773
instance2_cp_6774,capital_6774,instance2_ct_6774
instance2_cp_6775,capital_6775,instance2_ct_6775
instance2_cp_6776,capital_6776,instance2_ct_6776
instance2_cp_6777,capital_6777,instance2_ct_6777
instance2_cp_6778,capital_6778,instance2_ct_6778
instance2_cp_6779,capital_6779,instance2_ct_6779
instance2_cp_6780,capital_6780,instance2_ct_6780
instance2_cp_6781,capital_6781,instance2_ct_6781
instance2_cp_6782,capital_6782,instance2_ct_6782
instance2_cp_6783,capital_6783,instance2_ct_6783
instance2_cp_6784,capital_6784,instance2_ct_6784
instance2_cp_6785,capital_6785,instance2_ct_6785
instance2_cp_6786,capital_6786,instance2_ct_6786
