book_id;name;country_ids;publisher_id
instance2_bk_4794;book4794;"[""instance2_ct_4794"",""instance2_ct_4795""]";instance2_pb_19112
instance2_bk_4795;book4795;"[""instance2_ct_4795"",""instance2_ct_4796""]";instance2_pb_4833
instance2_bk_4796;book4796;"[""instance2_ct_4796"",""instance2_ct_4797""]";instance2_pb_7645
instance2_bk_4797;book4797;"[""instance2_ct_4797"",""instance2_ct_4798""]";instance2_pb_9570
instance2_bk_4798;book4798;"[""instance2_ct_4798"",""instance2_ct_4799""]";instance2_pb_286
instance2_bk_4799;book4799;"[""instance2_ct_4799"",""instance2_ct_4800""]";instance2_pb_8119
instance2_bk_4800;book4800;"[""instance2_ct_4800"",""instance2_ct_4801""]";instance2_pb_9411
instance2_bk_4801;book4801;"[""instance2_ct_4801"",""instance2_ct_4802""]";instance2_pb_11899
instance2_bk_4802;book4802;"[""instance2_ct_4802"",""instance2_ct_4803""]";instance2_pb_7171
instance2_bk_4803;book4803;"[""instance2_ct_4803"",""instance2_ct_4804""]";instance2_pb_13613
instance2_bk_4804;book4804;"[""instance2_ct_4804"",""instance2_ct_4805""]";instance2_pb_18289
instance2_bk_4805;book4805;"[""instance2_ct_4805"",""instance2_ct_4806""]";instance2_pb_2359
instance2_bk_4806;book4806;"[""instance2_ct_4806"",""instance2_ct_4807""]";instance2_pb_14374
instance2_bk_4807;book4807;"[""instance2_ct_4807"",""instance2_ct_4808""]";instance2_pb_18842
instance2_bk_4808;book4808;"[""instance2_ct_4808"",""instance2_ct_4809""]";instance2_pb_10538
instance2_bk_4809;book4809;"[""instance2_ct_4809"",""instance2_ct_4810""]";instance2_pb_16221
instance2_bk_4810;book4810;"[""instance2_ct_4810"",""instance2_ct_4811""]";instance2_pb_3237
instance2_bk_4811;book4811;"[""instance2_ct_4811"",""instance2_ct_4812""]";instance2_pb_17857
instance2_bk_4812;book4812;"[""instance2_ct_4812"",""instance2_ct_4813""]";instance2_pb_18675
instance2_bk_4813;book4813;"[""instance2_ct_4813"",""instance2_ct_4814""]";instance2_pb_237
instance2_bk_4814;book4814;"[""instance2_ct_4814"",""instance2_ct_4815""]";instance2_pb_8413
instance2_bk_4815;book4815;"[""instance2_ct_4815"",""instance2_ct_4816""]";instance2_pb_10244
instance2_bk_4816;book4816;"[""instance2_ct_4816"",""instance2_ct_4817""]";instance2_pb_15158
instance2_bk_4817;book4817;"[""instance2_ct_4817"",""instance2_ct_4818""]";instance2_pb_19405
instance2_bk_4818;book4818;"[""instance2_ct_4818"",""instance2_ct_4819""]";instance2_pb_12105
instance2_bk_4819;book4819;"[""instance2_ct_4819"",""instance2_ct_4820""]";instance2_pb_7564
instance2_bk_4820;book4820;"[""instance2_ct_4820"",""instance2_ct_4821""]";instance2_pb_14348
instance2_bk_4821;book4821;"[""instance2_ct_4821"",""instance2_ct_4822""]";instance2_pb_17198
instance2_bk_4822;book4822;"[""instance2_ct_4822"",""instance2_ct_4823""]";instance2_pb_16215
instance2_bk_4823;book4823;"[""instance2_ct_4823"",""instance2_ct_4824""]";instance2_pb_685
instance2_bk_4824;book4824;"[""instance2_ct_4824"",""instance2_ct_4825""]";instance2_pb_10655
instance2_bk_4825;book4825;"[""instance2_ct_4825"",""instance2_ct_4826""]";instance2_pb_10913
instance2_bk_4826;book4826;"[""instance2_ct_4826"",""instance2_ct_4827""]";instance2_pb_3846
instance2_bk_4827;book4827;"[""instance2_ct_4827"",""instance2_ct_4828""]";instance2_pb_7098
instance2_bk_4828;book4828;"[""instance2_ct_4828"",""instance2_ct_4829""]";instance2_pb_5794
instance2_bk_4829;book4829;"[""instance2_ct_4829"",""instance2_ct_4830""]";instance2_pb_5692
instance2_bk_4830;book4830;"[""instance2_ct_4830"",""instance2_ct_4831""]";instance2_pb_7091
instance2_bk_4831;book4831;"[""instance2_ct_4831"",""instance2_ct_4832""]";instance2_pb_18456
instance2_bk_4832;book4832;"[""instance2_ct_4832"",""instance2_ct_4833""]";instance2_pb_9396
instance2_bk_4833;book4833;"[""instance2_ct_4833"",""instance2_ct_4834""]";instance2_pb_12933
instance2_bk_4834;book4834;"[""instance2_ct_4834"",""instance2_ct_4835""]";instance2_pb_16177
instance2_bk_4835;book4835;"[""instance2_ct_4835"",""instance2_ct_4836""]";instance2_pb_12824
instance2_bk_4836;book4836;"[""instance2_ct_4836"",""instance2_ct_4837""]";instance2_pb_1226
instance2_bk_4837;book4837;"[""instance2_ct_4837"",""instance2_ct_4838""]";instance2_pb_13876
instance2_bk_4838;book4838;"[""instance2_ct_4838"",""instance2_ct_4839""]";instance2_pb_14024
instance2_bk_4839;book4839;"[""instance2_ct_4839"",""instance2_ct_4840""]";instance2_pb_6015
instance2_bk_4840;book4840;"[""instance2_ct_4840"",""instance2_ct_4841""]";instance2_pb_13109
instance2_bk_4841;book4841;"[""instance2_ct_4841"",""instance2_ct_4842""]";instance2_pb_4486
instance2_bk_4842;book4842;"[""instance2_ct_4842"",""instance2_ct_4843""]";instance2_pb_477
instance2_bk_4843;book4843;"[""instance2_ct_4843"",""instance2_ct_4844""]";instance2_pb_8680
instance2_bk_4844;book4844;"[""instance2_ct_4844"",""instance2_ct_4845""]";instance2_pb_12892
instance2_bk_4845;book4845;"[""instance2_ct_4845"",""instance2_ct_4846""]";instance2_pb_6421
instance2_bk_4846;book4846;"[""instance2_ct_4846"",""instance2_ct_4847""]";instance2_pb_18233
instance2_bk_4847;book4847;"[""instance2_ct_4847"",""instance2_ct_4848""]";instance2_pb_5873
instance2_bk_4848;book4848;"[""instance2_ct_4848"",""instance2_ct_4849""]";instance2_pb_14409
instance2_bk_4849;book4849;"[""instance2_ct_4849"",""instance2_ct_4850""]";instance2_pb_3062
instance2_bk_4850;book4850;"[""instance2_ct_4850"",""instance2_ct_4851""]";instance2_pb_8538
instance2_bk_4851;book4851;"[""instance2_ct_4851"",""instance2_ct_4852""]";instance2_pb_3622
instance2_bk_4852;book4852;"[""instance2_ct_4852"",""instance2_ct_4853""]";instance2_pb_14816
instance2_bk_4853;book4853;"[""instance2_ct_4853"",""instance2_ct_4854""]";instance2_pb_1697
instance2_bk_4854;book4854;"[""instance2_ct_4854"",""instance2_ct_4855""]";instance2_pb_12621
instance2_bk_4855;book4855;"[""instance2_ct_4855"",""instance2_ct_4856""]";instance2_pb_17086
instance2_bk_4856;book4856;"[""instance2_ct_4856"",""instance2_ct_4857""]";instance2_pb_12106
instance2_bk_4857;book4857;"[""instance2_ct_4857"",""instance2_ct_4858""]";instance2_pb_11083
instance2_bk_4858;book4858;"[""instance2_ct_4858"",""instance2_ct_4859""]";instance2_pb_15441
instance2_bk_4859;book4859;"[""instance2_ct_4859"",""instance2_ct_4860""]";instance2_pb_10168
instance2_bk_4860;book4860;"[""instance2_ct_4860"",""instance2_ct_4861""]";instance2_pb_3759
instance2_bk_4861;book4861;"[""instance2_ct_4861"",""instance2_ct_4862""]";instance2_pb_112
instance2_bk_4862;book4862;"[""instance2_ct_4862"",""instance2_ct_4863""]";instance2_pb_1751
instance2_bk_4863;book4863;"[""instance2_ct_4863"",""instance2_ct_4864""]";instance2_pb_9528
instance2_bk_4864;book4864;"[""instance2_ct_4864"",""instance2_ct_4865""]";instance2_pb_11531
instance2_bk_4865;book4865;"[""instance2_ct_4865"",""instance2_ct_4866""]";instance2_pb_2369
instance2_bk_4866;book4866;"[""instance2_ct_4866"",""instance2_ct_4867""]";instance2_pb_18567
instance2_bk_4867;book4867;"[""instance2_ct_4867"",""instance2_ct_4868""]";instance2_pb_2956
instance2_bk_4868;book4868;"[""instance2_ct_4868"",""instance2_ct_4869""]";instance2_pb_7080
instance2_bk_4869;book4869;"[""instance2_ct_4869"",""instance2_ct_4870""]";instance2_pb_70
instance2_bk_4870;book4870;"[""instance2_ct_4870"",""instance2_ct_4871""]";instance2_pb_6542
instance2_bk_4871;book4871;"[""instance2_ct_4871"",""instance2_ct_4872""]";instance2_pb_332
instance2_bk_4872;book4872;"[""instance2_ct_4872"",""instance2_ct_4873""]";instance2_pb_14276
instance2_bk_4873;book4873;"[""instance2_ct_4873"",""instance2_ct_4874""]";instance2_pb_5839
instance2_bk_4874;book4874;"[""instance2_ct_4874"",""instance2_ct_4875""]";instance2_pb_12948
instance2_bk_4875;book4875;"[""instance2_ct_4875"",""instance2_ct_4876""]";instance2_pb_9374
instance2_bk_4876;book4876;"[""instance2_ct_4876"",""instance2_ct_4877""]";instance2_pb_14609
instance2_bk_4877;book4877;"[""instance2_ct_4877"",""instance2_ct_4878""]";instance2_pb_13159
instance2_bk_4878;book4878;"[""instance2_ct_4878"",""instance2_ct_4879""]";instance2_pb_12957
instance2_bk_4879;book4879;"[""instance2_ct_4879"",""instance2_ct_4880""]";instance2_pb_2881
instance2_bk_4880;book4880;"[""instance2_ct_4880"",""instance2_ct_4881""]";instance2_pb_6558
instance2_bk_4881;book4881;"[""instance2_ct_4881"",""instance2_ct_4882""]";instance2_pb_19477
instance2_bk_4882;book4882;"[""instance2_ct_4882"",""instance2_ct_4883""]";instance2_pb_4952
instance2_bk_4883;book4883;"[""instance2_ct_4883"",""instance2_ct_4884""]";instance2_pb_10896
instance2_bk_4884;book4884;"[""instance2_ct_4884"",""instance2_ct_4885""]";instance2_pb_806
instance2_bk_4885;book4885;"[""instance2_ct_4885"",""instance2_ct_4886""]";instance2_pb_1324
instance2_bk_4886;book4886;"[""instance2_ct_4886"",""instance2_ct_4887""]";instance2_pb_11887
instance2_bk_4887;book4887;"[""instance2_ct_4887"",""instance2_ct_4888""]";instance2_pb_9149
instance2_bk_4888;book4888;"[""instance2_ct_4888"",""instance2_ct_4889""]";instance2_pb_2115
instance2_bk_4889;book4889;"[""instance2_ct_4889"",""instance2_ct_4890""]";instance2_pb_15829
instance2_bk_4890;book4890;"[""instance2_ct_4890"",""instance2_ct_4891""]";instance2_pb_1406
instance2_bk_4891;book4891;"[""instance2_ct_4891"",""instance2_ct_4892""]";instance2_pb_995
instance2_bk_4892;book4892;"[""instance2_ct_4892"",""instance2_ct_4893""]";instance2_pb_17109
instance2_bk_4893;book4893;"[""instance2_ct_4893"",""instance2_ct_4894""]";instance2_pb_17573
instance2_bk_4894;book4894;"[""instance2_ct_4894"",""instance2_ct_4895""]";instance2_pb_7101
instance2_bk_4895;book4895;"[""instance2_ct_4895"",""instance2_ct_4896""]";instance2_pb_18042
instance2_bk_4896;book4896;"[""instance2_ct_4896"",""instance2_ct_4897""]";instance2_pb_19284
instance2_bk_4897;book4897;"[""instance2_ct_4897"",""instance2_ct_4898""]";instance2_pb_1203
instance2_bk_4898;book4898;"[""instance2_ct_4898"",""instance2_ct_4899""]";instance2_pb_10279
instance2_bk_4899;book4899;"[""instance2_ct_4899"",""instance2_ct_4900""]";instance2_pb_3995
instance2_bk_4900;book4900;"[""instance2_ct_4900"",""instance2_ct_4901""]";instance2_pb_5105
instance2_bk_4901;book4901;"[""instance2_ct_4901"",""instance2_ct_4902""]";instance2_pb_8097
instance2_bk_4902;book4902;"[""instance2_ct_4902"",""instance2_ct_4903""]";instance2_pb_12321
instance2_bk_4903;book4903;"[""instance2_ct_4903"",""instance2_ct_4904""]";instance2_pb_12495
instance2_bk_4904;book4904;"[""instance2_ct_4904"",""instance2_ct_4905""]";instance2_pb_12177
instance2_bk_4905;book4905;"[""instance2_ct_4905"",""instance2_ct_4906""]";instance2_pb_6269
instance2_bk_4906;book4906;"[""instance2_ct_4906"",""instance2_ct_4907""]";instance2_pb_10795
instance2_bk_4907;book4907;"[""instance2_ct_4907"",""instance2_ct_4908""]";instance2_pb_16256
instance2_bk_4908;book4908;"[""instance2_ct_4908"",""instance2_ct_4909""]";instance2_pb_17766
instance2_bk_4909;book4909;"[""instance2_ct_4909"",""instance2_ct_4910""]";instance2_pb_9909
instance2_bk_4910;book4910;"[""instance2_ct_4910"",""instance2_ct_4911""]";instance2_pb_12500
instance2_bk_4911;book4911;"[""instance2_ct_4911"",""instance2_ct_4912""]";instance2_pb_5193
instance2_bk_4912;book4912;"[""instance2_ct_4912"",""instance2_ct_4913""]";instance2_pb_7108
instance2_bk_4913;book4913;"[""instance2_ct_4913"",""instance2_ct_4914""]";instance2_pb_14986
instance2_bk_4914;book4914;"[""instance2_ct_4914"",""instance2_ct_4915""]";instance2_pb_1062
instance2_bk_4915;book4915;"[""instance2_ct_4915"",""instance2_ct_4916""]";instance2_pb_3215
instance2_bk_4916;book4916;"[""instance2_ct_4916"",""instance2_ct_4917""]";instance2_pb_12474
instance2_bk_4917;book4917;"[""instance2_ct_4917"",""instance2_ct_4918""]";instance2_pb_5786
instance2_bk_4918;book4918;"[""instance2_ct_4918"",""instance2_ct_4919""]";instance2_pb_2149
instance2_bk_4919;book4919;"[""instance2_ct_4919"",""instance2_ct_4920""]";instance2_pb_678
instance2_bk_4920;book4920;"[""instance2_ct_4920"",""instance2_ct_4921""]";instance2_pb_16594
instance2_bk_4921;book4921;"[""instance2_ct_4921"",""instance2_ct_4922""]";instance2_pb_18178
instance2_bk_4922;book4922;"[""instance2_ct_4922"",""instance2_ct_4923""]";instance2_pb_8580
instance2_bk_4923;book4923;"[""instance2_ct_4923"",""instance2_ct_4924""]";instance2_pb_4866
instance2_bk_4924;book4924;"[""instance2_ct_4924"",""instance2_ct_4925""]";instance2_pb_1259
instance2_bk_4925;book4925;"[""instance2_ct_4925"",""instance2_ct_4926""]";instance2_pb_1133
instance2_bk_4926;book4926;"[""instance2_ct_4926"",""instance2_ct_4927""]";instance2_pb_15457
instance2_bk_4927;book4927;"[""instance2_ct_4927"",""instance2_ct_4928""]";instance2_pb_15158
instance2_bk_4928;book4928;"[""instance2_ct_4928"",""instance2_ct_4929""]";instance2_pb_421
instance2_bk_4929;book4929;"[""instance2_ct_4929"",""instance2_ct_4930""]";instance2_pb_18269
instance2_bk_4930;book4930;"[""instance2_ct_4930"",""instance2_ct_4931""]";instance2_pb_15241
instance2_bk_4931;book4931;"[""instance2_ct_4931"",""instance2_ct_4932""]";instance2_pb_16122
instance2_bk_4932;book4932;"[""instance2_ct_4932"",""instance2_ct_4933""]";instance2_pb_3639
instance2_bk_4933;book4933;"[""instance2_ct_4933"",""instance2_ct_4934""]";instance2_pb_9181
instance2_bk_4934;book4934;"[""instance2_ct_4934"",""instance2_ct_4935""]";instance2_pb_7372
instance2_bk_4935;book4935;"[""instance2_ct_4935"",""instance2_ct_4936""]";instance2_pb_15787
instance2_bk_4936;book4936;"[""instance2_ct_4936"",""instance2_ct_4937""]";instance2_pb_14062
instance2_bk_4937;book4937;"[""instance2_ct_4937"",""instance2_ct_4938""]";instance2_pb_3435
instance2_bk_4938;book4938;"[""instance2_ct_4938"",""instance2_ct_4939""]";instance2_pb_658
instance2_bk_4939;book4939;"[""instance2_ct_4939"",""instance2_ct_4940""]";instance2_pb_3451
instance2_bk_4940;book4940;"[""instance2_ct_4940"",""instance2_ct_4941""]";instance2_pb_4608
instance2_bk_4941;book4941;"[""instance2_ct_4941"",""instance2_ct_4942""]";instance2_pb_15898
instance2_bk_4942;book4942;"[""instance2_ct_4942"",""instance2_ct_4943""]";instance2_pb_6226
instance2_bk_4943;book4943;"[""instance2_ct_4943"",""instance2_ct_4944""]";instance2_pb_12736
instance2_bk_4944;book4944;"[""instance2_ct_4944"",""instance2_ct_4945""]";instance2_pb_1276
instance2_bk_4945;book4945;"[""instance2_ct_4945"",""instance2_ct_4946""]";instance2_pb_1380
instance2_bk_4946;book4946;"[""instance2_ct_4946"",""instance2_ct_4947""]";instance2_pb_7889
instance2_bk_4947;book4947;"[""instance2_ct_4947"",""instance2_ct_4948""]";instance2_pb_13274
instance2_bk_4948;book4948;"[""instance2_ct_4948"",""instance2_ct_4949""]";instance2_pb_3866
instance2_bk_4949;book4949;"[""instance2_ct_4949"",""instance2_ct_4950""]";instance2_pb_17979
instance2_bk_4950;book4950;"[""instance2_ct_4950"",""instance2_ct_4951""]";instance2_pb_4824
instance2_bk_4951;book4951;"[""instance2_ct_4951"",""instance2_ct_4952""]";instance2_pb_19095
instance2_bk_4952;book4952;"[""instance2_ct_4952"",""instance2_ct_4953""]";instance2_pb_18013
instance2_bk_4953;book4953;"[""instance2_ct_4953"",""instance2_ct_4954""]";instance2_pb_19880
instance2_bk_4954;book4954;"[""instance2_ct_4954"",""instance2_ct_4955""]";instance2_pb_14726
instance2_bk_4955;book4955;"[""instance2_ct_4955"",""instance2_ct_4956""]";instance2_pb_2932
instance2_bk_4956;book4956;"[""instance2_ct_4956"",""instance2_ct_4957""]";instance2_pb_14446
instance2_bk_4957;book4957;"[""instance2_ct_4957"",""instance2_ct_4958""]";instance2_pb_18249
instance2_bk_4958;book4958;"[""instance2_ct_4958"",""instance2_ct_4959""]";instance2_pb_1370
instance2_bk_4959;book4959;"[""instance2_ct_4959"",""instance2_ct_4960""]";instance2_pb_4600
instance2_bk_4960;book4960;"[""instance2_ct_4960"",""instance2_ct_4961""]";instance2_pb_15275
instance2_bk_4961;book4961;"[""instance2_ct_4961"",""instance2_ct_4962""]";instance2_pb_12794
instance2_bk_4962;book4962;"[""instance2_ct_4962"",""instance2_ct_4963""]";instance2_pb_15813
instance2_bk_4963;book4963;"[""instance2_ct_4963"",""instance2_ct_4964""]";instance2_pb_15140
instance2_bk_4964;book4964;"[""instance2_ct_4964"",""instance2_ct_4965""]";instance2_pb_12227
instance2_bk_4965;book4965;"[""instance2_ct_4965"",""instance2_ct_4966""]";instance2_pb_8735
instance2_bk_4966;book4966;"[""instance2_ct_4966"",""instance2_ct_4967""]";instance2_pb_17864
instance2_bk_4967;book4967;"[""instance2_ct_4967"",""instance2_ct_4968""]";instance2_pb_11207
instance2_bk_4968;book4968;"[""instance2_ct_4968"",""instance2_ct_4969""]";instance2_pb_11547
instance2_bk_4969;book4969;"[""instance2_ct_4969"",""instance2_ct_4970""]";instance2_pb_2112
instance2_bk_4970;book4970;"[""instance2_ct_4970"",""instance2_ct_4971""]";instance2_pb_10732
instance2_bk_4971;book4971;"[""instance2_ct_4971"",""instance2_ct_4972""]";instance2_pb_2239
instance2_bk_4972;book4972;"[""instance2_ct_4972"",""instance2_ct_4973""]";instance2_pb_13319
instance2_bk_4973;book4973;"[""instance2_ct_4973"",""instance2_ct_4974""]";instance2_pb_6557
instance2_bk_4974;book4974;"[""instance2_ct_4974"",""instance2_ct_4975""]";instance2_pb_2122
instance2_bk_4975;book4975;"[""instance2_ct_4975"",""instance2_ct_4976""]";instance2_pb_564
instance2_bk_4976;book4976;"[""instance2_ct_4976"",""instance2_ct_4977""]";instance2_pb_6740
instance2_bk_4977;book4977;"[""instance2_ct_4977"",""instance2_ct_4978""]";instance2_pb_4642
instance2_bk_4978;book4978;"[""instance2_ct_4978"",""instance2_ct_4979""]";instance2_pb_2492
instance2_bk_4979;book4979;"[""instance2_ct_4979"",""instance2_ct_4980""]";instance2_pb_15620
instance2_bk_4980;book4980;"[""instance2_ct_4980"",""instance2_ct_4981""]";instance2_pb_7610
instance2_bk_4981;book4981;"[""instance2_ct_4981"",""instance2_ct_4982""]";instance2_pb_2393
instance2_bk_4982;book4982;"[""instance2_ct_4982"",""instance2_ct_4983""]";instance2_pb_4193
instance2_bk_4983;book4983;"[""instance2_ct_4983"",""instance2_ct_4984""]";instance2_pb_1941
instance2_bk_4984;book4984;"[""instance2_ct_4984"",""instance2_ct_4985""]";instance2_pb_16284
instance2_bk_4985;book4985;"[""instance2_ct_4985"",""instance2_ct_4986""]";instance2_pb_5879
instance2_bk_4986;book4986;"[""instance2_ct_4986"",""instance2_ct_4987""]";instance2_pb_7002
instance2_bk_4987;book4987;"[""instance2_ct_4987"",""instance2_ct_4988""]";instance2_pb_13342
instance2_bk_4988;book4988;"[""instance2_ct_4988"",""instance2_ct_4989""]";instance2_pb_18804
instance2_bk_4989;book4989;"[""instance2_ct_4989"",""instance2_ct_4990""]";instance2_pb_12826
instance2_bk_4990;book4990;"[""instance2_ct_4990"",""instance2_ct_4991""]";instance2_pb_12527
instance2_bk_4991;book4991;"[""instance2_ct_4991"",""instance2_ct_4992""]";instance2_pb_11097
instance2_bk_4992;book4992;"[""instance2_ct_4992"",""instance2_ct_4993""]";instance2_pb_9373
instance2_bk_4993;book4993;"[""instance2_ct_4993"",""instance2_ct_4994""]";instance2_pb_6656
instance2_bk_4994;book4994;"[""instance2_ct_4994"",""instance2_ct_4995""]";instance2_pb_6131
instance2_bk_4995;book4995;"[""instance2_ct_4995"",""instance2_ct_4996""]";instance2_pb_18150
instance2_bk_4996;book4996;"[""instance2_ct_4996"",""instance2_ct_4997""]";instance2_pb_18878
instance2_bk_4997;book4997;"[""instance2_ct_4997"",""instance2_ct_4998""]";instance2_pb_10311
instance2_bk_4998;book4998;"[""instance2_ct_4998"",""instance2_ct_4999""]";instance2_pb_2806
instance2_bk_4999;book4999;"[""instance2_ct_4999"",""instance2_ct_5000""]";instance2_pb_5701
instance2_bk_5000;book5000;"[""instance2_ct_5000"",""instance2_ct_5001""]";instance2_pb_3595
instance2_bk_5001;book5001;"[""instance2_ct_5001"",""instance2_ct_5002""]";instance2_pb_3936
instance2_bk_5002;book5002;"[""instance2_ct_5002"",""instance2_ct_5003""]";instance2_pb_1961
instance2_bk_5003;book5003;"[""instance2_ct_5003"",""instance2_ct_5004""]";instance2_pb_7937
instance2_bk_5004;book5004;"[""instance2_ct_5004"",""instance2_ct_5005""]";instance2_pb_15275
instance2_bk_5005;book5005;"[""instance2_ct_5005"",""instance2_ct_5006""]";instance2_pb_19673
instance2_bk_5006;book5006;"[""instance2_ct_5006"",""instance2_ct_5007""]";instance2_pb_6415
instance2_bk_5007;book5007;"[""instance2_ct_5007"",""instance2_ct_5008""]";instance2_pb_14934
instance2_bk_5008;book5008;"[""instance2_ct_5008"",""instance2_ct_5009""]";instance2_pb_10496
instance2_bk_5009;book5009;"[""instance2_ct_5009"",""instance2_ct_5010""]";instance2_pb_4522
instance2_bk_5010;book5010;"[""instance2_ct_5010"",""instance2_ct_5011""]";instance2_pb_4566
instance2_bk_5011;book5011;"[""instance2_ct_5011"",""instance2_ct_5012""]";instance2_pb_14573
instance2_bk_5012;book5012;"[""instance2_ct_5012"",""instance2_ct_5013""]";instance2_pb_5094
instance2_bk_5013;book5013;"[""instance2_ct_5013"",""instance2_ct_5014""]";instance2_pb_4247
instance2_bk_5014;book5014;"[""instance2_ct_5014"",""instance2_ct_5015""]";instance2_pb_12798
instance2_bk_5015;book5015;"[""instance2_ct_5015"",""instance2_ct_5016""]";instance2_pb_10340
instance2_bk_5016;book5016;"[""instance2_ct_5016"",""instance2_ct_5017""]";instance2_pb_4118
instance2_bk_5017;book5017;"[""instance2_ct_5017"",""instance2_ct_5018""]";instance2_pb_10192
instance2_bk_5018;book5018;"[""instance2_ct_5018"",""instance2_ct_5019""]";instance2_pb_18484
instance2_bk_5019;book5019;"[""instance2_ct_5019"",""instance2_ct_5020""]";instance2_pb_14430
instance2_bk_5020;book5020;"[""instance2_ct_5020"",""instance2_ct_5021""]";instance2_pb_17054
instance2_bk_5021;book5021;"[""instance2_ct_5021"",""instance2_ct_5022""]";instance2_pb_4874
instance2_bk_5022;book5022;"[""instance2_ct_5022"",""instance2_ct_5023""]";instance2_pb_17851
instance2_bk_5023;book5023;"[""instance2_ct_5023"",""instance2_ct_5024""]";instance2_pb_4440
instance2_bk_5024;book5024;"[""instance2_ct_5024"",""instance2_ct_5025""]";instance2_pb_3618
instance2_bk_5025;book5025;"[""instance2_ct_5025"",""instance2_ct_5026""]";instance2_pb_5652
instance2_bk_5026;book5026;"[""instance2_ct_5026"",""instance2_ct_5027""]";instance2_pb_732
instance2_bk_5027;book5027;"[""instance2_ct_5027"",""instance2_ct_5028""]";instance2_pb_11492
instance2_bk_5028;book5028;"[""instance2_ct_5028"",""instance2_ct_5029""]";instance2_pb_2027
instance2_bk_5029;book5029;"[""instance2_ct_5029"",""instance2_ct_5030""]";instance2_pb_3804
instance2_bk_5030;book5030;"[""instance2_ct_5030"",""instance2_ct_5031""]";instance2_pb_7860
instance2_bk_5031;book5031;"[""instance2_ct_5031"",""instance2_ct_5032""]";instance2_pb_13654
instance2_bk_5032;book5032;"[""instance2_ct_5032"",""instance2_ct_5033""]";instance2_pb_8891
instance2_bk_5033;book5033;"[""instance2_ct_5033"",""instance2_ct_5034""]";instance2_pb_15273
instance2_bk_5034;book5034;"[""instance2_ct_5034"",""instance2_ct_5035""]";instance2_pb_12581
instance2_bk_5035;book5035;"[""instance2_ct_5035"",""instance2_ct_5036""]";instance2_pb_8238
instance2_bk_5036;book5036;"[""instance2_ct_5036"",""instance2_ct_5037""]";instance2_pb_13271
instance2_bk_5037;book5037;"[""instance2_ct_5037"",""instance2_ct_5038""]";instance2_pb_9127
instance2_bk_5038;book5038;"[""instance2_ct_5038"",""instance2_ct_5039""]";instance2_pb_14122
instance2_bk_5039;book5039;"[""instance2_ct_5039"",""instance2_ct_5040""]";instance2_pb_336
instance2_bk_5040;book5040;"[""instance2_ct_5040"",""instance2_ct_5041""]";instance2_pb_12802
instance2_bk_5041;book5041;"[""instance2_ct_5041"",""instance2_ct_5042""]";instance2_pb_459
instance2_bk_5042;book5042;"[""instance2_ct_5042"",""instance2_ct_5043""]";instance2_pb_9486
instance2_bk_5043;book5043;"[""instance2_ct_5043"",""instance2_ct_5044""]";instance2_pb_998
instance2_bk_5044;book5044;"[""instance2_ct_5044"",""instance2_ct_5045""]";instance2_pb_15528
instance2_bk_5045;book5045;"[""instance2_ct_5045"",""instance2_ct_5046""]";instance2_pb_9508
instance2_bk_5046;book5046;"[""instance2_ct_5046"",""instance2_ct_5047""]";instance2_pb_4684
instance2_bk_5047;book5047;"[""instance2_ct_5047"",""instance2_ct_5048""]";instance2_pb_19783
instance2_bk_5048;book5048;"[""instance2_ct_5048"",""instance2_ct_5049""]";instance2_pb_3742
instance2_bk_5049;book5049;"[""instance2_ct_5049"",""instance2_ct_5050""]";instance2_pb_3189
instance2_bk_5050;book5050;"[""instance2_ct_5050"",""instance2_ct_5051""]";instance2_pb_12371
instance2_bk_5051;book5051;"[""instance2_ct_5051"",""instance2_ct_5052""]";instance2_pb_15538
instance2_bk_5052;book5052;"[""instance2_ct_5052"",""instance2_ct_5053""]";instance2_pb_14977
instance2_bk_5053;book5053;"[""instance2_ct_5053"",""instance2_ct_5054""]";instance2_pb_1394
instance2_bk_5054;book5054;"[""instance2_ct_5054"",""instance2_ct_5055""]";instance2_pb_17004
instance2_bk_5055;book5055;"[""instance2_ct_5055"",""instance2_ct_5056""]";instance2_pb_2166
instance2_bk_5056;book5056;"[""instance2_ct_5056"",""instance2_ct_5057""]";instance2_pb_19139
instance2_bk_5057;book5057;"[""instance2_ct_5057"",""instance2_ct_5058""]";instance2_pb_10442
instance2_bk_5058;book5058;"[""instance2_ct_5058"",""instance2_ct_5059""]";instance2_pb_17645
instance2_bk_5059;book5059;"[""instance2_ct_5059"",""instance2_ct_5060""]";instance2_pb_2603
instance2_bk_5060;book5060;"[""instance2_ct_5060"",""instance2_ct_5061""]";instance2_pb_18763
instance2_bk_5061;book5061;"[""instance2_ct_5061"",""instance2_ct_5062""]";instance2_pb_8639
instance2_bk_5062;book5062;"[""instance2_ct_5062"",""instance2_ct_5063""]";instance2_pb_7242
instance2_bk_5063;book5063;"[""instance2_ct_5063"",""instance2_ct_5064""]";instance2_pb_5113
instance2_bk_5064;book5064;"[""instance2_ct_5064"",""instance2_ct_5065""]";instance2_pb_2795
instance2_bk_5065;book5065;"[""instance2_ct_5065"",""instance2_ct_5066""]";instance2_pb_10746
instance2_bk_5066;book5066;"[""instance2_ct_5066"",""instance2_ct_5067""]";instance2_pb_1744
instance2_bk_5067;book5067;"[""instance2_ct_5067"",""instance2_ct_5068""]";instance2_pb_3139
